snapshot_date,product_id,on_hand,allocated,available
2022-01-01,1001,40,0,40
2022-01-01,1002,40,0,40
2022-01-01,1003,40,0,40
2022-01-01,1004,40,0,40
2022-01-01,1005,40,0,40
2022-01-01,1006,40,0,40
2022-01-01,1007,40,0,40
2022-01-01,1008,40,0,40
2022-01-01,1009,40,0,40
2022-01-01,1010,40,0,40
2022-01-01,1011,40,0,40
2022-01-01,1012,40,0,40
2022-01-01,1013,35,0,35
2022-01-01,1014,38,0,38
2022-01-01,1015,40,0,40
2022-01-01,1016,36,0,36
2022-01-01,1017,40,0,40
2022-01-01,1018,39,0,39
2022-01-01,1019,40,0,40
2022-01-01,1020,40,0,40
2022-01-01,1021,39,0,39
2022-01-01,1022,38,0,38
2022-01-01,1023,40,0,40
2022-01-01,1024,40,0,40
2022-01-01,1025,40,0,40
2022-01-01,1026,40,0,40
2022-01-01,1027,40,0,40
2022-01-01,1028,40,0,40
2022-01-01,1029,40,0,40
2022-01-01,1030,40,0,40
2022-01-01,1031,40,0,40
2022-01-01,1032,40,0,40
2022-01-01,1033,40,0,40
2022-01-01,1034,40,0,40
2022-01-01,1035,40,0,40
2022-01-01,1036,40,0,40
2022-01-01,1037,35,0,35
2022-01-01,1038,39,0,39
2022-01-01,1039,40,0,40
2022-01-01,1040,40,0,40
2022-01-01,1041,40,0,40
2022-01-01,1042,40,0,40
2022-01-01,1043,38,0,38
2022-01-01,1044,40,0,40
2022-01-01,1045,40,0,40
2022-01-01,1046,40,0,40
2022-01-01,1047,40,0,40
2022-01-01,1048,40,0,40
2022-01-01,1049,38,0,38
2022-01-01,1050,40,0,40
2022-01-01,1051,40,0,40
2022-01-01,1052,40,0,40
2022-01-01,1053,38,0,38
2022-01-01,1054,40,0,40
2022-01-01,1055,40,0,40
2022-01-01,1056,40,0,40
2022-01-01,1057,40,0,40
2022-01-01,1058,40,0,40
2022-01-01,1059,40,0,40
2022-01-01,1060,40,0,40
2022-01-01,1061,40,0,40
2022-01-01,1062,40,0,40
2022-01-01,1063,40,0,40
2022-01-01,1064,40,0,40
2022-01-01,1065,40,0,40
2022-01-01,1066,40,0,40
2022-01-01,1067,40,0,40
2022-01-01,1068,40,0,40
2022-01-01,1069,40,0,40
2022-01-01,1070,40,0,40
2022-01-01,1071,39,0,39
2022-01-01,1072,40,0,40
2022-01-01,1073,40,0,40
2022-01-01,1074,40,0,40
2022-01-01,1075,40,0,40
2022-01-01,1076,40,0,40
2022-01-01,1077,40,0,40
2022-01-01,1078,40,0,40
2022-01-01,1079,40,0,40
2022-01-01,1080,38,0,38
2022-01-01,1081,40,0,40
2022-01-01,1082,40,0,40
2022-01-01,1083,40,0,40
2022-01-01,1084,40,0,40
2022-01-01,1085,40,0,40
2022-01-01,1086,40,0,40
2022-01-01,1087,40,0,40
2022-01-01,1088,40,0,40
2022-01-01,1089,40,0,40
2022-01-01,1090,40,0,40
2022-01-01,1091,40,0,40
2022-01-01,1092,40,0,40
2022-01-01,1093,40,0,40
2022-01-01,1094,36,0,36
2022-01-01,1095,40,0,40
2022-01-01,1096,40,0,40
2022-01-01,1097,40,0,40
2022-01-01,1098,40,0,40
2022-01-01,1099,40,0,40
2022-01-01,1100,40,0,40
2022-01-01,1101,40,0,40
2022-01-01,1102,40,0,40
2022-01-01,1103,40,0,40
2022-01-01,1104,40,0,40
2022-01-01,1105,40,0,40
2022-01-01,1106,40,0,40
2022-01-01,1107,40,0,40
2022-01-01,1108,40,0,40
2022-01-01,1109,40,0,40
2022-01-01,1110,40,0,40
2022-01-01,1111,40,0,40
2022-01-01,1112,40,0,40
2022-01-01,1113,40,0,40
2022-01-01,1114,40,0,40
2022-01-01,1115,40,0,40
2022-01-01,1116,40,0,40
2022-01-01,1117,40,0,40
2022-01-01,1118,40,0,40
2022-01-01,1119,39,0,39
2022-01-01,1120,40,0,40
2022-01-01,1121,39,0,39
2022-01-01,1122,40,0,40
2022-01-01,1123,40,0,40
2022-01-01,1124,40,0,40
2022-01-01,1125,40,0,40
2022-01-01,1126,40,0,40
2022-01-01,1127,40,0,40
2022-01-01,1128,40,0,40
2022-01-01,1129,40,0,40
2022-01-01,1130,40,0,40
2022-01-01,1131,39,0,39
2022-01-01,1132,40,0,40
2022-01-01,1133,38,0,38
2022-01-01,1134,40,0,40
2022-01-01,1135,39,0,39
2022-01-01,1136,40,0,40
2022-01-01,1137,40,0,40
2022-01-01,1138,40,0,40
2022-01-01,1139,40,0,40
2022-01-01,1140,40,0,40
2022-01-01,1141,40,0,40
2022-01-01,1142,40,0,40
2022-01-01,1143,40,0,40
2022-01-01,1144,40,0,40
2022-01-01,1145,40,0,40
2022-01-01,1146,40,0,40
2022-01-01,1147,40,0,40
2022-01-01,1148,40,0,40
2022-01-01,1149,40,0,40
2022-01-01,1150,40,0,40
2022-01-01,1151,40,0,40
2022-01-01,1152,40,0,40
2022-01-01,1153,40,0,40
2022-01-01,1154,40,0,40
2022-01-01,1155,40,0,40
2022-01-01,1156,40,0,40
2022-01-01,1157,40,0,40
2022-01-01,1158,40,0,40
2022-01-01,1159,40,0,40
2022-01-01,1160,40,0,40
2022-01-01,1161,40,0,40
2022-01-01,1162,40,0,40
2022-01-01,1163,40,0,40
2022-01-01,1164,40,0,40
2022-01-01,1165,40,0,40
2022-01-01,1166,40,0,40
2022-01-01,1167,40,0,40
2022-01-01,1168,39,0,39
2022-01-01,1169,40,0,40
2022-01-01,1170,40,0,40
2022-01-01,1171,40,0,40
2022-01-01,1172,40,0,40
2022-01-01,1173,40,0,40
2022-01-01,1174,40,0,40
2022-01-01,1175,40,0,40
2022-01-01,1176,40,0,40
2022-01-01,1177,40,0,40
2022-01-01,1178,40,0,40
2022-01-01,1179,40,0,40
2022-01-01,1180,40,0,40
2022-01-01,1181,40,0,40
2022-01-01,1182,40,0,40
2022-01-01,1183,40,0,40
2022-01-01,1184,40,0,40
2022-01-01,1185,40,0,40
2022-01-01,1186,40,0,40
2022-01-01,1187,40,0,40
2022-01-01,1188,40,0,40
2022-01-01,1189,40,0,40
2022-01-01,1190,40,0,40
2022-01-01,1191,40,0,40
2022-01-01,1192,40,0,40
2022-01-01,1193,40,0,40
2022-01-01,1194,40,0,40
2022-01-01,1195,40,0,40
2022-01-01,1196,40,0,40
2022-01-01,1197,40,0,40
2022-01-01,1198,40,0,40
2022-01-01,1199,40,0,40
2022-01-01,1200,40,0,40
2022-01-01,1201,40,0,40
2022-01-01,1202,40,0,40
2022-01-01,1203,40,0,40
2022-01-01,1204,40,0,40
2022-01-01,1205,40,0,40
2022-01-01,1206,40,0,40
2022-01-01,1207,40,0,40
2022-01-01,1208,40,0,40
2022-01-01,1209,40,0,40
2022-01-01,1210,40,0,40
2022-01-02,1001,40,0,40
2022-01-02,1002,40,0,40
2022-01-02,1003,40,0,40
2022-01-02,1004,40,0,40
2022-01-02,1005,40,0,40
2022-01-02,1006,40,0,40
2022-01-02,1007,40,0,40
2022-01-02,1008,40,0,40
2022-01-02,1009,40,0,40
2022-01-02,1010,40,0,40
2022-01-02,1011,40,0,40
2022-01-02,1012,40,0,40
2022-01-02,1013,35,0,35
2022-01-02,1014,38,0,38
2022-01-02,1015,40,0,40
2022-01-02,1016,36,0,36
2022-01-02,1017,39,0,39
2022-01-02,1018,39,0,39
2022-01-02,1019,40,0,40
2022-01-02,1020,40,0,40
2022-01-02,1021,39,0,39
2022-01-02,1022,38,0,38
2022-01-02,1023,40,0,40
2022-01-02,1024,40,0,40
2022-01-02,1025,40,0,40
2022-01-02,1026,40,0,40
2022-01-02,1027,40,0,40
2022-01-02,1028,40,0,40
2022-01-02,1029,40,0,40
2022-01-02,1030,40,0,40
2022-01-02,1031,40,0,40
2022-01-02,1032,40,0,40
2022-01-02,1033,40,0,40
2022-01-02,1034,40,0,40
2022-01-02,1035,40,0,40
2022-01-02,1036,40,0,40
2022-01-02,1037,35,0,35
2022-01-02,1038,39,0,39
2022-01-02,1039,40,0,40
2022-01-02,1040,40,0,40
2022-01-02,1041,40,0,40
2022-01-02,1042,40,0,40
2022-01-02,1043,38,0,38
2022-01-02,1044,40,0,40
2022-01-02,1045,40,0,40
2022-01-02,1046,40,0,40
2022-01-02,1047,40,0,40
2022-01-02,1048,40,0,40
2022-01-02,1049,38,0,38
2022-01-02,1050,40,0,40
2022-01-02,1051,40,0,40
2022-01-02,1052,40,0,40
2022-01-02,1053,38,0,38
2022-01-02,1054,40,0,40
2022-01-02,1055,40,0,40
2022-01-02,1056,40,0,40
2022-01-02,1057,40,0,40
2022-01-02,1058,40,0,40
2022-01-02,1059,40,0,40
2022-01-02,1060,40,0,40
2022-01-02,1061,40,0,40
2022-01-02,1062,40,0,40
2022-01-02,1063,40,0,40
2022-01-02,1064,40,0,40
2022-01-02,1065,40,0,40
2022-01-02,1066,40,0,40
2022-01-02,1067,40,0,40
2022-01-02,1068,40,0,40
2022-01-02,1069,40,0,40
2022-01-02,1070,40,0,40
2022-01-02,1071,39,0,39
2022-01-02,1072,40,0,40
2022-01-02,1073,39,0,39
2022-01-02,1074,40,0,40
2022-01-02,1075,40,0,40
2022-01-02,1076,39,0,39
2022-01-02,1077,40,0,40
2022-01-02,1078,36,0,36
2022-01-02,1079,40,0,40
2022-01-02,1080,38,0,38
2022-01-02,1081,38,0,38
2022-01-02,1082,40,0,40
2022-01-02,1083,40,0,40
2022-01-02,1084,40,0,40
2022-01-02,1085,40,0,40
2022-01-02,1086,40,0,40
2022-01-02,1087,40,0,40
2022-01-02,1088,40,0,40
2022-01-02,1089,40,0,40
2022-01-02,1090,40,0,40
2022-01-02,1091,40,0,40
2022-01-02,1092,40,0,40
2022-01-02,1093,40,0,40
2022-01-02,1094,36,0,36
2022-01-02,1095,40,0,40
2022-01-02,1096,40,0,40
2022-01-02,1097,40,0,40
2022-01-02,1098,40,0,40
2022-01-02,1099,40,0,40
2022-01-02,1100,40,0,40
2022-01-02,1101,40,0,40
2022-01-02,1102,38,0,38
2022-01-02,1103,40,0,40
2022-01-02,1104,40,0,40
2022-01-02,1105,40,0,40
2022-01-02,1106,39,0,39
2022-01-02,1107,40,0,40
2022-01-02,1108,40,0,40
2022-01-02,1109,40,0,40
2022-01-02,1110,40,0,40
2022-01-02,1111,39,0,39
2022-01-02,1112,40,0,40
2022-01-02,1113,40,0,40
2022-01-02,1114,40,0,40
2022-01-02,1115,39,0,39
2022-01-02,1116,38,0,38
2022-01-02,1117,40,0,40
2022-01-02,1118,40,0,40
2022-01-02,1119,39,0,39
2022-01-02,1120,40,0,40
2022-01-02,1121,39,0,39
2022-01-02,1122,40,0,40
2022-01-02,1123,40,0,40
2022-01-02,1124,40,0,40
2022-01-02,1125,40,0,40
2022-01-02,1126,40,0,40
2022-01-02,1127,40,0,40
2022-01-02,1128,40,0,40
2022-01-02,1129,40,0,40
2022-01-02,1130,40,0,40
2022-01-02,1131,39,0,39
2022-01-02,1132,40,0,40
2022-01-02,1133,38,0,38
2022-01-02,1134,40,0,40
2022-01-02,1135,39,0,39
2022-01-02,1136,40,0,40
2022-01-02,1137,40,0,40
2022-01-02,1138,40,0,40
2022-01-02,1139,40,0,40
2022-01-02,1140,40,0,40
2022-01-02,1141,40,0,40
2022-01-02,1142,40,0,40
2022-01-02,1143,40,0,40
2022-01-02,1144,38,0,38
2022-01-02,1145,40,0,40
2022-01-02,1146,40,0,40
2022-01-02,1147,40,0,40
2022-01-02,1148,40,0,40
2022-01-02,1149,40,0,40
2022-01-02,1150,40,0,40
2022-01-02,1151,40,0,40
2022-01-02,1152,40,0,40
2022-01-02,1153,40,0,40
2022-01-02,1154,40,0,40
2022-01-02,1155,40,0,40
2022-01-02,1156,40,0,40
2022-01-02,1157,40,0,40
2022-01-02,1158,40,0,40
2022-01-02,1159,40,0,40
2022-01-02,1160,40,0,40
2022-01-02,1161,40,0,40
2022-01-02,1162,40,0,40
2022-01-02,1163,40,0,40
2022-01-02,1164,40,0,40
2022-01-02,1165,40,0,40
2022-01-02,1166,40,0,40
2022-01-02,1167,40,0,40
2022-01-02,1168,39,0,39
2022-01-02,1169,40,0,40
2022-01-02,1170,40,0,40
2022-01-02,1171,40,0,40
2022-01-02,1172,40,0,40
2022-01-02,1173,40,0,40
2022-01-02,1174,40,0,40
2022-01-02,1175,40,0,40
2022-01-02,1176,40,0,40
2022-01-02,1177,40,0,40
2022-01-02,1178,40,0,40
2022-01-02,1179,40,0,40
2022-01-02,1180,40,0,40
2022-01-02,1181,40,0,40
2022-01-02,1182,40,0,40
2022-01-02,1183,40,0,40
2022-01-02,1184,40,0,40
2022-01-02,1185,40,0,40
2022-01-02,1186,40,0,40
2022-01-02,1187,40,0,40
2022-01-02,1188,40,0,40
2022-01-02,1189,40,0,40
2022-01-02,1190,40,0,40
2022-01-02,1191,40,0,40
2022-01-02,1192,40,0,40
2022-01-02,1193,40,0,40
2022-01-02,1194,40,0,40
2022-01-02,1195,40,0,40
2022-01-02,1196,40,0,40
2022-01-02,1197,40,0,40
2022-01-02,1198,40,0,40
2022-01-02,1199,40,0,40
2022-01-02,1200,40,0,40
2022-01-02,1201,40,0,40
2022-01-02,1202,40,0,40
2022-01-02,1203,40,0,40
2022-01-02,1204,40,0,40
2022-01-02,1205,40,0,40
2022-01-02,1206,40,0,40
2022-01-02,1207,39,0,39
2022-01-02,1208,40,0,40
2022-01-02,1209,40,0,40
2022-01-02,1210,39,0,39
2022-01-03,1001,40,0,40
2022-01-03,1002,40,0,40
2022-01-03,1003,40,0,40
2022-01-03,1004,40,0,40
2022-01-03,1005,40,0,40
2022-01-03,1006,40,0,40
2022-01-03,1007,40,0,40
2022-01-03,1008,40,0,40
2022-01-03,1009,40,0,40
2022-01-03,1010,40,0,40
2022-01-03,1011,40,0,40
2022-01-03,1012,39,0,39
2022-01-03,1013,29,0,29
2022-01-03,1014,38,0,38
2022-01-03,1015,40,0,40
2022-01-03,1016,36,0,36
2022-01-03,1017,37,0,37
2022-01-03,1018,39,0,39
2022-01-03,1019,40,0,40
2022-01-03,1020,40,0,40
2022-01-03,1021,38,0,38
2022-01-03,1022,38,0,38
2022-01-03,1023,40,0,40
2022-01-03,1024,40,0,40
2022-01-03,1025,40,0,40
2022-01-03,1026,40,0,40
2022-01-03,1027,39,0,39
2022-01-03,1028,40,0,40
2022-01-03,1029,40,0,40
2022-01-03,1030,40,0,40
2022-01-03,1031,40,0,40
2022-01-03,1032,40,0,40
2022-01-03,1033,40,0,40
2022-01-03,1034,40,0,40
2022-01-03,1035,40,0,40
2022-01-03,1036,40,0,40
2022-01-03,1037,35,0,35
2022-01-03,1038,39,0,39
2022-01-03,1039,40,0,40
2022-01-03,1040,40,0,40
2022-01-03,1041,40,0,40
2022-01-03,1042,40,0,40
2022-01-03,1043,37,0,37
2022-01-03,1044,40,0,40
2022-01-03,1045,40,0,40
2022-01-03,1046,39,0,39
2022-01-03,1047,37,0,37
2022-01-03,1048,40,0,40
2022-01-03,1049,35,0,35
2022-01-03,1050,40,0,40
2022-01-03,1051,38,0,38
2022-01-03,1052,40,0,40
2022-01-03,1053,38,0,38
